[SIGNAL]
nbits = 24
rate = 10000
data = 	0
 	1310220
 	2569762
 	3729920
 	4745856
 	5578346
 	6195304
 	6573025
 	6697103
 	6562985
 	6176137
 	5551821
 	4714491
 	3696827
 	2538454
 	1284387
 	-16727
 	-1314515
 	-2558829
 	-3701707
 	-4699229
 	-5513217
 	-6112708
 	-6475134
 	-6587183
 	-6445287
 	-6055733
 	-5434385
 	-4606040
 	-3603432
 	-2465929
 	-1237981
 	32630
 	1296660
 	2505325
 	3612194
 	4574988
 	5357200
 	5929496
 	6270815
 	6369150
 	6221973
 	5836279
 	5228270
 	4422670
 	3451720
 	2353879
 	1172295
 	-46903
 	-1256419
 	-2409632
 	-3462406
 	-4374794
 	-5112561
 	-5648475
 	-5963321
 	-6046588
 	-5896816
 	-5521588
 	-4937161
 	-4167771
 	-3244626
 	-2204635
 	-1088926
 	58789
 	1193941
 	2272840
 	3254372
 	4101574
 	4783035
 	5274068
 	5557607
 	5624799
 	5475263
 	5117026
 	4566123
 	3845888
 	2985971
 	2021111
 	989733
 	-67595
 	-1109767
 	-2096744
 	-2991104
 	-3759470
 	-4373766
 	-4812242
 	-5060249
 	-5110716
 	-4964334
 	-4629425
 	-4121519
 	-3462647
 	-2680397
 	-1806757
 	-876803
 	72714
 	1004830
 	1883814
 	2676549
 	3353787
 	3891233
 	4270418
 	4479332
 	4512788
 	4372513
 	4066967
 	3610897
 	3024652
 	2333284
 	1565489
 	752406
 	-73641
 	-880444
 	-1637167
 	-2315536
 	-2890903
 	-3343140
 	-3657346
 	-3824329
 	-3840844
 	-3709605
 	-3439046
 	-3042866
 	-2539372
 	-1950654
 	-1301621
 	-618956
 	69989
 	738293
 	1360520
 	1913698
 	2378172
 	2738298
 	2982969
 	3105934
 	3105926
 	2986571
 	2756110
 	2426946
 	2015018
 	1539065
 	1019789
 	478958
 	-61503
 	-580406
 	-1058133
 	-1477385
 	-1823807
 	-2086482
 	-2258255
 	-2335899
 	-2320112
 	-2215347
 	-2029490
 	-1773411
 	-1460396
 	-1105505
 	-724867
 	-334967
 	48067
 	409132
 	734748
 	1013563
 	1236749
 	1398272
 	1495025
 	1526831
 	1496314
 	1408649
 	1271207
 	1093118
 	884769
 	657266
 	421885
 	189541
 	-29709
 	-227102
 	-395509
 	-529706
 	-626520
 	-684881
 	-705756
 	-691993
 	-648068
 	-579762
 	-493777
 	-397324
 	-297692
 	-201826
 	-115944
 	-45195
 	6610
 	37189
 	45884
 	33671
 	3071
 	-42026
 	-96621
 	-154917
 	-210690
 	-257680
 	-289996
 	-302496
 	-291140
 	-253277
 	-187873
 	-95644
 	20904
 	157534
 	308425
 	466425
 	623381
 	770528
 	898939
 	999994
 	1065855
 	1089920
 	1067237
 	994849
 	872055
 	700573
 	484586
 	230676
 	-52367
 	-353849
 	-661575
 	-962346
 	-1242524
 	-1488636
 	-1688002
 	-1829348
 	-1903382
 	-1903300
 	-1825203
 	-1668397
 	-1435562
 	-1132776
 	-769393
 	-357764
 	87172
 	548441
 	1007677
 	1445863
 	1844116
 	2184498
 	2450809
 	2629337
 	2709518
 	2684489
 	2551499
 	2312157
 	1972507
 	1542911
 	1037755
 	474972
 	-124590
 	-737956
 	-1340896
 	-1908896
 	-2418157
 	-2846590
 	-3174768
 	-3386792
 	-3471028
 	-3420700
 	-3234277
 	-2915674
 	-2474223
 	-1924420
 	-1285465
 	-580591
 	163786
 	919062
 	1655548
 	2343649
 	2955056
 	3463911
 	3847902
 	4089231
 	4175416
 	4099901
 	3862433
 	3469192
 	2932666
 	2271271
 	1508717
 	673164
 	-203828
 	-1088501
 	-1946200
 	-2742742
 	-3445789
 	-4026161
 	-4459048
 	-4725069
 	-4811123
 	-4711011
 	-4425785
 	-3963811
 	-3340551
 	-2578051
 	-1704160
 	-751507
 	243717
 	1243154
 	2207758
 	3099333
 	3882056
 	4523919
 	4998044
 	5283806
 	5367725
 	5244083
 	4915239
 	4391632
 	3691461
 	2840053
 	1868949
 	814723
 	-282400
 	-1380093
 	-2435564
 	-3407240
 	-4256415
 	-4948796
 	-5455895
 	-5756203
 	-5836100
 	-5690462
 	-5322938
 	-4745884
 	-3979950
 	-3053346
 	-2000790
 	-862206
 	318802
 	1496636
 	2625469
 	3661043
 	4562414
 	5293581
 	5824928
 	6134433
 	6208577
 	6042930
 	5642386
 	5021028
 	4201632
 	3214832
 	2097966
 	893652
 	-351843
 	-1590402
 	-2773919
 	-3856184
 	-4794699
 	-5552358
 	-6098917
 	-6412213
 	-6479064
 	-6295820
 	-5868551
 	-5212845
 	-4353239
 	-3322295
 	-2159359
 	-909048
 	380471
 	1659353
 	2878009
 	3989043
 	4949109
 	5720612
 	6273188
 	6584907
 	6643147
 	6445109
 	5997946
 	5318502
 	4432676
 	3374427
 	2184464
 	908669
 	-403682
 	-1701839
 	-2935547
 	-4057009
 	-5022749
 	-5795307
 	-6344701
 	-6649602
 	-6698162
 	-6488482
 	-6028683
 	-5336592
 	-4439046
 	-3370842
 	-2173384
 	-893063
 	420548
 	1716631
 	2945094
 	4058529
 	5014045
 	5774937
 	6312102
 	6605162
 	6643240
 	6425366
 	5960499
 	5267152
 	4372656
 	3312075
 	2126822
 	863033
 	-430242
 	-1702952
 	-2905999
 	-3993139
 	-4922775
 	-5659561
 	-6175748
 	-6452244
 	-6479316
 	-6256940
 	-5794755
 	-5111655
 	-4235010
 	-3199567
 	-2046064
 	-819615
 	432057
 	1660500
 	2818412
 	3861479
 	4750079
 	5450800
 	5937703
 	6193287
 	6209119
 	5986109
 	5534413
 	4872985
 	4028774
 	3035632
 	1932943
 	764055
 	-425430
 	-1589456
 	-2683296
 	-3665291
 	-4498444
 	-5151821
 	-5601709
 	-5832478
 	-5837122
 	-5617458
 	-5183982
 	-4555379
 	-3757727
 	-2823411
 	-1789806
 	-697774
 	409961
 	1490494
 	2502414
 	3407398
 	4171673
 	4767285
 	5173126
 	5375681
 	5369471
 	5157175
 	4749438
 	4164356
 	3426689
 	2566812
 	1619465
 	622340
 	-385422
 	-1364779
 	-2278312
 	-3091660
 	-3774823
 	-4303276
 	-4658847
 	-4830342
 	-4813880
 	-4612943
 	-4238125
 	-3706620
 	-3041443
 	-2270445
 	-1425144
 	-539435
 	351774
 	1213951
 	2014279
 	2722921
 	3314132
 	3767203
 	4067185
 	4205366
 	4179508
 	3993812
 	3658629
 	3189942
 	2608627
 	1939530
 	1210417
 	450818
 	-309176
 	-1040108
 	-1714304
 	-2306932
 	-2796916
 	-3167687
 	-3407742
 	-3510976
 	-3476804
 	-3310052
 	-3020634
 	-2623035
 	-2135621
 	-1579813
 	-979147
 	-358290
 	257982
 	845776
 	1383014
 	1850265
 	2231456
 	2514415
 	2691250
 	2758539
 	2717335
 	2572980
 	2334760
 	2015399
 	1630428
 	1197463
 	735413
 	263661
 	-198747
 	-633876
 	-1025600
 	-1360205
 	-1626865
 	-1817986
 	-1929397
 	-1960387
 	-1913597
 	-1794773
 	-1612389
 	-1377167
 	-1101527
 	-798967
 	-483439
 	-168711
 	132220
 	407676
 	647743
 	844635
 	992940
 	1089743
 	1134637
 	1129606
 	1078809
 	988266
 	865468
 	718936
 	557740
 	391021
 	227523
 	75162
 	-59338
 	-170745
 	-255515
